,,prix_au_m2,count,min,max,nom_commune
44420.0,Appartement,4748.392407386652,27,1222.2222222222222,7968.75,La Turballe
44420.0,Maison,3912.8688579909413,82,510.6707317073171,10914.6,La Turballe
44430.0,Appartement,2347.660652677043,3,1511.6279069767443,3455.8823529411766,Le Landreau
44430.0,Maison,2395.960874143534,42,556.782320441989,4772.727272727273,Le Loroux-Bottereau
44440.0,Appartement,1375.0,1,1375.0,1375.0,Riaillé
44440.0,Maison,1851.633103439839,40,552.1472392638037,4714.285714285715,Teillé
44450.0,Appartement,1578.9473684210527,1,1578.9473684210527,1578.9473684210527,Saint-Julien-de-Concelles
44450.0,Maison,2537.368922184139,48,801.2820512820513,6785.714285714285,Saint-Julien-de-Concelles
44460.0,Appartement,1862.4205646860512,3,1194.6902654867256,2300.0,Saint-Nicolas-de-Redon
44460.0,Maison,1533.616606261124,41,692.1675774134791,2704.3478260869565,Fégréac
44470.0,Appartement,3332.0988831034256,43,1560.0,4409.090909090909,Carquefou
44470.0,Maison,2971.596966522996,86,693.44,5037.037037037037,Carquefou
44480.0,Appartement,2154.8076923076924,2,1384.6153846153845,2925.0,Donges
44480.0,Maison,1756.1753374897735,43,730.0,3310.344827586207,Donges
44490.0,Appartement,4366.828375998507,36,1111.111111111111,6935.4838709677415,Le Croisic
44490.0,Maison,4732.366347011205,24,3129.310344827586,9145.299145299145,Le Croisic
44500.0,Appartement,6917.409742010208,178,1079.4117647058824,15000.0,La Baule-Escoublac
44500.0,Maison,5775.168399632737,91,1407.035175879397,14355.46875,La Baule-Escoublac
44510.0,Appartement,5040.35562460195,29,3166.6666666666665,9759.420289855072,Le Pouliguen
44510.0,Maison,5891.546931596331,46,2205.5555555555557,16212.121212121212,Le Pouliguen
44520.0,Maison,1392.8911670410473,29,509.70873786407765,3028.846153846154,La Meilleraye-de-Bretagne
44521.0,Appartement,2222.222222222222,1,2222.222222222222,2222.222222222222,Oudon
44521.0,Maison,1986.1650551748612,21,792.2297297297297,3928.5714285714284,Oudon
44522.0,Maison,1909.3759463759625,29,522.3880597014926,3122.0779220779223,La Roche-Blanche
44530.0,Appartement,2230.769230769231,1,2230.769230769231,2230.769230769231,Drefféac
44530.0,Maison,1610.921122693243,35,565.8914728682171,3108.695652173913,Guenrouet
44540.0,Appartement,739.5652173913044,1,739.5652173913044,739.5652173913044,Vallons-de-l'Erdre
44540.0,Maison,1615.5868788892906,12,511.3636363636364,4142.156862745098,Vallons-de-l'Erdre
44550.0,Appartement,2496.1908338421235,6,1175.0,2893.6170212765956,Montoir-de-Bretagne
44550.0,Maison,2151.0612439109996,32,748.2993197278912,5473.684210526316,Montoir-de-Bretagne
44560.0,Appartement,1425.64565516596,7,641.5929203539823,2023.2558139534883,Paimbœuf
44560.0,Maison,2046.875909938722,38,715.4195011337869,4191.176470588235,Paimbœuf
44570.0,Appartement,2390.0425862732154,9,647.0588235294117,3171.875,Trignac
44570.0,Maison,2500.9016476267134,32,723.6842105263158,3750.0,Trignac
44580.0,Maison,2057.641728613492,22,951.7482517482517,3333.3333333333335,Villeneuve-en-Retz
44590.0,Appartement,1196.8085106382978,1,1196.8085106382978,1196.8085106382978,Derval
44590.0,Maison,1647.2467881880082,28,520.8333333333334,6600.0,Lusanger
44600.0,Appartement,2879.9496481060937,246,657.7181208053692,5710.526315789473,Saint-Nazaire
44600.0,Maison,3002.4398815529394,180,680.6282722513089,7555.555555555556,Saint-Nazaire
44610.0,Appartement,2878.7183346601023,4,2203.3898305084745,3750.0,Indre
44610.0,Maison,2816.0143972434626,21,986.0869565217391,4562.5,Indre
44620.0,Appartement,2854.708236014856,7,1648.2417582417581,3485.714285714286,La Montagne
44620.0,Maison,2810.1069582641653,18,742.8571428571429,5106.382978723404,La Montagne
44630.0,Appartement,1359.1549295774648,1,1359.1549295774648,1359.1549295774648,Plessé
44630.0,Maison,1507.6137942669895,24,681.8181818181819,4375.0,Plessé
44640.0,Appartement,2442.546894955639,5,1520.73732718894,3000.0,Le Pellerin
44640.0,Maison,2472.480147536774,58,868.0555555555555,3963.6363636363635,Le Pellerin
44650.0,Maison,1755.7392539709995,42,550.0,3800.0,Legé
44660.0,Appartement,764.3312101910828,1,764.3312101910828,764.3312101910828,Rougé
44660.0,Maison,1039.4776217357858,15,526.1538461538462,1626.865671641791,Rougé
44670.0,Maison,995.8223464409879,6,625.0,1494.7368421052631,Petit-Auverné
44680.0,Appartement,2766.4689160795947,3,2724.137931034483,2833.3333333333335,Sainte-Pazanne
44680.0,Maison,2580.98427251463,60,955.8823529411765,4096.385542168675,Saint-Mars-de-Coutais
44690.0,Appartement,2844.927536231884,1,2844.927536231884,2844.927536231884,Saint-Fiacre-sur-Maine
44690.0,Maison,2453.1838697335893,47,948.9051094890511,6041.666666666667,Maisdon-sur-Sèvre
44700.0,Appartement,2653.7766222669766,69,595.2380952380952,4484.375,Orvault
44700.0,Maison,3294.6952904370482,90,571.4285714285714,5383.333333333333,Orvault
44710.0,Appartement,2405.0632911392404,1,2405.0632911392404,2405.0632911392404,Port-Saint-Père
44710.0,Maison,2360.9714634707652,8,1122.2222222222222,3204.5454545454545,Saint-Léger-les-Vignes
44720.0,Maison,2199.5640645790522,23,795.4545454545455,5450.0,Saint-Joachim
44730.0,Appartement,3823.836181957471,11,1863.3540372670807,6190.476190476191,Saint-Michel-Chef-Chef
44730.0,Maison,4069.4113723102037,36,1578.9473684210527,12884.615384615385,Saint-Michel-Chef-Chef
44740.0,Appartement,5051.21615534758,4,4005.6603773584907,6206.896551724138,Batz-sur-Mer
44740.0,Maison,5800.892037799568,27,877.1929824561404,15538.461538461539,Batz-sur-Mer
44750.0,Maison,1757.5498659534903,20,521.7391304347826,5587.5,Campbon
44760.0,Appartement,4342.3687004819085,6,2806.818181818182,6060.606060606061,La Bernerie-en-Retz
44760.0,Maison,3984.5859274827135,55,1541.6666666666667,11571.42857142857,La Bernerie-en-Retz
44770.0,Appartement,4633.365608399808,6,3500.0,7045.454545454545,Préfailles
44770.0,Maison,4332.688924802319,57,1066.6666666666667,8596.153846153846,La Plaine-sur-Mer
44780.0,Appartement,9858.585858585859,2,2444.4444444444443,17272.727272727272,Missillac
44780.0,Maison,1775.898478680229,17,740.8088235294117,3030.3030303030305,Missillac
44800.0,Appartement,2565.4576938743667,201,733.3333333333334,4186.046511627907,Saint-Herblain
44800.0,Maison,3251.949601278892,78,1265.8227848101267,5821.917808219178,Saint-Herblain
44810.0,Appartement,2818.181818181818,1,2818.181818181818,2818.181818181818,Héric
44810.0,Maison,2442.6215189058184,30,884.297520661157,4844.444444444444,Héric
44830.0,Appartement,2851.281513298058,6,1314.2857142857142,3500.0,Bouaye
44830.0,Maison,3075.3820435221037,23,2073.394495412844,4425.925925925926,Bouaye
44840.0,Appartement,3076.1358456387666,14,2435.714285714286,3813.5593220338983,Les Sorinières
44840.0,Maison,2872.989015444635,33,900.0,5320.0,Les Sorinières
44850.0,Appartement,1240.5855855855855,1,1240.5855855855855,1240.5855855855855,Ligné
44850.0,Maison,2141.0896482233397,44,586.2068965517242,3695.6521739130435,Le Cellier
44860.0,Appartement,3260.8695652173915,1,3260.8695652173915,3260.8695652173915,Pont-Saint-Martin
44860.0,Maison,2371.1588495236583,44,624.4565217391304,4050.6666666666665,Pont-Saint-Martin
44880.0,Appartement,3521.8816253191253,10,2671.875,4000.0,Sautron
44880.0,Maison,3312.433387997095,24,1780.3030303030303,5818.181818181818,Sautron
44980.0,Appartement,3135.9464014057944,30,1682.6923076923076,4111.111111111111,Sainte-Luce-sur-Loire
44980.0,Maison,3146.446921382765,48,918.3673469387755,4406.779661016949,Sainte-Luce-sur-Loire
45000.0,Appartement,2657.500072112697,404,642.1360103626943,7588.235294117647,Orléans
45000.0,Maison,2758.685912942313,90,952.3809523809524,6842.105263157895,Orléans
45100.0,Appartement,2299.1143452237066,135,784.3137254901961,4606.741573033708,Orléans
45100.0,Maison,2757.055784702635,58,951.3888888888889,19313.725490196077,Orléans
45110.0,Appartement,1443.0426408391459,15,881.578947368421,2375.0,Châteauneuf-sur-Loire
45110.0,Maison,1808.7622360654861,44,616.4383561643835,7379.310344827586,Châteauneuf-sur-Loire
45120.0,Appartement,1048.7128983719513,11,517.2413793103449,1315.909090909091,Châlette-sur-Loing
45120.0,Maison,1510.2172754336982,72,571.4285714285714,5800.0,Châlette-sur-Loing
45130.0,Appartement,1342.1085113535503,7,654.5454545454545,2663.551401869159,Meung-sur-Loire
45130.0,Maison,1703.300546456516,64,639.269406392694,3133.3333333333335,Meung-sur-Loire
45140.0,Appartement,1700.2530654477202,38,1000.0,3046.5116279069766,Saint-Jean-de-la-Ruelle
45140.0,Maison,2163.0809522340023,81,686.0387096774193,6693.253968253968,Ingré
45150.0,Appartement,1634.2127099362606,7,756.4766839378239,2233.0,Jargeau
45150.0,Maison,1534.3948422543672,42,527.2108843537414,3481.591836734694,Darvoy
45160.0,Appartement,2582.3339609025143,71,1169.642857142857,4741.038961038961,Olivet
45160.0,Maison,2729.7024462527374,61,778.3018867924528,9897.058823529413,Saint-Hilaire-Saint-Mesmin
45170.0,Appartement,1898.0611838900982,5,1120.0754716981132,3584.2105263157896,Neuville-aux-Bois
45170.0,Maison,1523.2432484870421,36,512.8205128205128,2627.906976744186,Chilleurs-aux-Bois
45190.0,Appartement,1709.4614949427043,17,661.6666666666666,6607.142857142857,Beaugency
45190.0,Maison,1627.578860286304,52,700.9345794392524,3762.3762376237623,Villorceau
45200.0,Appartement,1711.3594744307925,76,745.4545454545455,8458.823529411764,Montargis
45200.0,Maison,1562.9751408970892,100,630.4347826086956,3766.2337662337663,Paucourt
45210.0,Appartement,1657.7515677314648,3,747.6635514018692,2192.9824561403507,Ferrières-en-Gâtinais
45210.0,Maison,1319.1064265560876,68,533.3333333333334,3206.3492063492063,Ferrières-en-Gâtinais
45220.0,Appartement,908.3333333333334,1,908.3333333333334,908.3333333333334,Château-Renard
45220.0,Maison,1024.364919507329,47,520.0,4625.0,Chuelles
45230.0,Appartement,1629.6296296296296,1,1629.6296296296296,1629.6296296296296,Châtillon-Coligny
45230.0,Maison,1037.3520406178136,33,506.993006993007,2794.798657718121,Dammarie-sur-Loing
45240.0,Appartement,1496.685606060606,4,800.0,2050.0,Marcilly-en-Villette
45240.0,Maison,2311.235943259351,61,602.4291497975709,12068.965517241379,La Ferté-Saint-Aubin
45250.0,Appartement,1265.6015816963588,4,824.7422680412371,1731.7073170731708,Briare
45250.0,Maison,1374.9442450911586,30,533.3333333333334,3352.112676056338,Ouzouer-sur-Trézée
45260.0,Appartement,643.659982493833,2,538.7323943661971,748.5875706214689,Lorris
45260.0,Maison,1259.4663948742077,39,547.945205479452,2633.3333333333335,Noyers
45270.0,Appartement,755.3625053625053,2,506.7567567567568,1003.968253968254,Ladon
45270.0,Maison,1267.6783117560003,37,538.0,3333.3333333333335,Ladon
45290.0,Appartement,904.0669856459331,2,681.8181818181819,1126.3157894736842,Nogent-sur-Vernisson
45290.0,Maison,1193.5369117269574,29,518.5185185185185,3015.86,Les Choux
45300.0,Appartement,1579.0428905395943,17,719.2,3058.823529411765,Pithiviers
45300.0,Maison,1636.589850889556,85,504.3478260869565,10619.469026548673,Ascoux
45310.0,Maison,1487.665191504704,31,534.75935828877,2760.5042016806724,Patay
45320.0,Appartement,795.8528037383178,2,654.2056074766355,937.5,Courtenay
45320.0,Maison,1273.049521427226,33,510.2040816326531,3571.4285714285716,Foucherolles
45330.0,Appartement,1607.6138524721794,17,661.7647058823529,3053.4351145038167,Le Malesherbois
45330.0,Maison,2706.0889364780705,16,877.4193548387096,15312.056737588653,Le Malesherbois
45340.0,Appartement,850.0,1,850.0,850.0,Boiscommun
45340.0,Maison,1168.9109345966915,48,512.0481927710844,2968.75,Nibelle
45360.0,Appartement,631.4188610270178,2,614.7540983606557,648.0836236933798,Saint-Firmin-sur-Loire
45360.0,Maison,873.8039886586082,16,523.516,1593.0232558139535,Pierrefitte-ès-Bois
45370.0,Maison,2165.381716897175,25,806.1224489795918,4294.871794871795,Mareau-aux-Prés
45380.0,Appartement,2468.7485891345864,23,716.85,8484.848484848484,La Chapelle-Saint-Mesmin
45380.0,Maison,2330.910464237695,63,502.22222222222223,14250.0,Chaingy
45390.0,Appartement,1275.0202063424142,3,1000.0,1512.1951219512196,Puiseaux
45390.0,Maison,1558.7993172616812,25,620.0,3388.8888888888887,Puiseaux
45400.0,Appartement,1937.1721879650113,37,1093.3333333333333,3047.6190476190477,Fleury-les-Aubrais
45400.0,Maison,2126.025034362756,67,874.4186046511628,4729.166666666667,Fleury-les-Aubrais
45410.0,Maison,1585.42503548041,12,826.0869565217391,2450.4950495049507,Lion-en-Beauce
45420.0,Maison,1062.0993456012568,13,700.0,2543.8596491228072,Faverelles
45430.0,Appartement,2078.62229651363,9,1529.4117647058824,2507.936507936508,Chécy
45430.0,Maison,1729.252619893699,44,554.5945945945946,3454.5454545454545,Chécy
45450.0,Appartement,1948.1658692185008,3,1776.3157894736842,2045.4545454545455,Fay-aux-Loges
45450.0,Maison,1661.959793989527,31,644.4444444444445,4625.0,Donnery
45460.0,Appartement,1428.5714285714287,1,1428.5714285714287,1428.5714285714287,Bray-Saint-Aignan
45460.0,Maison,1426.6658869245232,31,501.41843971631204,8157.894736842105,Bouzy-la-Forêt
45470.0,Maison,1357.7422639284448,21,699.367088607595,2894.7368421052633,Loury
45480.0,Maison,1443.665870509656,24,537.5,2416.6666666666665,Boisseaux
45490.0,Maison,1407.7590710399306,17,685.0393700787401,2070.7070707070707,Corbeilles
45500.0,Appartement,1088.362730705593,25,672.1311475409836,1680.8510638297873,Gien
45500.0,Maison,1162.3946256547943,81,514.2857142857143,3261.3,Poilly-lez-Gien
45510.0,Appartement,1687.5,1,1687.5,1687.5,Vienne-en-Val
45510.0,Maison,2100.6132629825747,31,571.4285714285714,8400.0,Vannes-sur-Cosson
45520.0,Maison,1801.4662579148153,21,747.6635514018692,3088.235294117647,Chevilly
45530.0,Maison,1334.8517335470672,20,626.4044943820224,2507.2916666666665,Vitry-aux-Loges
45550.0,Appartement,2500.0,1,2500.0,2500.0,Saint-Denis-de-l'Hôtel
45550.0,Maison,1919.649137067877,10,800.9708737864078,2909.8360655737706,Saint-Denis-de-l'Hôtel
45560.0,Maison,1820.0082131221673,27,600.4098360655738,3744.0789473684213,Saint-Denis-en-Val
45570.0,Appartement,1414.9659863945578,1,1414.9659863945578,1414.9659863945578,Ouzouer-sur-Loire
45570.0,Maison,1236.346762341049,11,717.0542635658915,1556.6666666666667,Ouzouer-sur-Loire
45590.0,Appartement,2365.6092843137258,5,1666.6666666666667,3066.6,Saint-Cyr-en-Val
45590.0,Maison,1869.0782843690624,9,1346.1538461538462,2737.8048780487807,Saint-Cyr-en-Val
45600.0,Appartement,1969.69259030331,8,881.4814814814815,7208.333333333333,Sully-sur-Loire
45600.0,Maison,1523.0053458531763,55,532.5443786982248,5000.0,Sully-sur-Loire
45620.0,Maison,661.9918924950258,7,527.439024390244,1040.0,Isdes
45630.0,Maison,1060.5974650008293,11,542.8571428571429,2272.7272727272725,Beaulieu-sur-Loire
45640.0,Appartement,1901.294498381877,2,1666.6666666666667,2135.9223300970875,Sandillon
45640.0,Maison,1828.888955930501,18,548.9144736842105,3469.090909090909,Sandillon
45650.0,Appartement,2273.8564817101646,25,1250.0,3846.4285714285716,Saint-Jean-le-Blanc
45650.0,Maison,2415.8308558671474,17,1292.3728813559321,4561.724137931034,Saint-Jean-le-Blanc
45680.0,Maison,1775.160574649122,22,666.6666666666666,2863.3108333333334,Dordives
45700.0,Appartement,4509.027777777777,4,1111.111111111111,12500.0,Villemandeur
45700.0,Maison,1306.2273454624149,76,518.8679245283018,2597.4025974025976,Saint-Maurice-sur-Fessard
45720.0,Maison,1135.1249081849983,12,627.45,1819.8863636363637,Coullons
45730.0,Maison,1350.6993519908049,12,582.5242718446602,2532.7868852459014,Saint-Benoît-sur-Loire
45740.0,Maison,1957.115718669834,7,1153.8461538461538,2580.6451612903224,Lailly-en-Val
45750.0,Appartement,1987.1449277110373,9,1228.5714285714287,4350.476190476191,Saint-Pryvé-Saint-Mesmin
45750.0,Maison,2265.81432513113,17,801.2820512820513,4033.141025641026,Saint-Pryvé-Saint-Mesmin
45760.0,Appartement,1852.9411764705883,1,1852.9411764705883,1852.9411764705883,Vennecy
45760.0,Maison,2054.7197708742456,24,599.0783410138249,3668.75,Boigny-sur-Bionne
45770.0,Appartement,1864.3128810817634,7,1412.3711340206185,2473.076923076923,Saran
45770.0,Maison,2343.549866791086,37,1311.111111111111,4000.0,Saran
45800.0,Appartement,1977.9951108626576,64,952.3809523809524,3089.5348837209303,Saint-Jean-de-Braye
45800.0,Maison,2312.520891311282,55,521.7391304347826,7542.222222222223,Saint-Jean-de-Braye
46000.0,Appartement,1627.4512412212216,93,630.4347826086956,3600.0,Cahors
46000.0,Maison,1747.2730842408428,62,550.0,12142.857142857143,Cahors
46090.0,Maison,1363.529543700937,63,521.7391304347826,2399.5157384987892,Labastide-Marnhac
46100.0,Appartement,1483.8686401632795,38,598.5,2705.8823529411766,Lunan
46100.0,Maison,1348.8692991184519,51,521.7194570135747,3333.9622641509436,Lunan
46110.0,Appartement,1111.111111111111,1,1111.111111111111,1111.111111111111,Le Vignon-en-Quercy
46110.0,Maison,1480.4941009078668,22,659.7222222222222,4782.608695652174,Bétaille
46120.0,Appartement,1271.0430272762196,2,828.9473684210526,1713.1386861313867,Terrou
46120.0,Maison,1405.0904950959373,22,535.7142857142857,2166.5733333333333,Aynac
46130.0,Appartement,982.1979831240997,2,813.953488372093,1150.4424778761063,Laval-de-Cère
46130.0,Maison,1259.7082743735864,39,626.0683760683761,2590.909090909091,Bretenoux
46140.0,Appartement,925.0,1,925.0,925.0,Saint-Vincent-Rive-d'Olt
46140.0,Maison,1278.0335583189553,33,663.265306122449,2753.623188405797,Caillac
46150.0,Appartement,1648.3516483516485,1,1648.3516483516485,1648.3516483516485,Catus
46150.0,Maison,1312.785598737075,28,542.0560747663551,2745.2597402597403,Pontcirq
46160.0,Maison,1577.5962138640105,29,533.3333333333334,6356.275882352941,Frontenac
46170.0,Maison,1327.1722809873809,19,572.7272727272727,2652.1739130434785,Saint-Paul-Flaugnac
46190.0,Maison,1355.7665624948431,9,653.7119565217391,2285.714285714286,Sousceyrac-en-Quercy
46200.0,Appartement,1322.4336505124534,11,596.4912280701755,1754.3859649122808,Souillac
46200.0,Maison,1790.7746726532,31,596.2059620596206,13750.0,Lachapelle-Auzac
46210.0,Maison,1608.194716527292,7,756.2788461538462,2857.1428571428573,Montet-et-Bouxal
46220.0,Appartement,1103.5838293650793,3,897.65625,1363.095238095238,Prayssac
46220.0,Maison,1462.277344560119,22,619.7916666666666,2526.315789473684,Prayssac
46230.0,Maison,1404.0805065617715,15,878.5,3217.4647887323945,Laburgade
46240.0,Appartement,882.3529411764706,1,882.3529411764706,882.3529411764706,Cœur de Causse
46240.0,Maison,1363.3431477364059,16,617.283950617284,2622.9508196721313,Caniac-du-Causse
46250.0,Appartement,1037.037037037037,1,1037.037037037037,1037.037037037037,Cazals
46250.0,Maison,1605.4191267585247,19,764.9862068965517,2830.3225806451615,Goujounac
46260.0,Maison,1581.487373420519,15,789.4736842105264,5280.226130653266,Limogne-en-Quercy
46270.0,Maison,1216.9838220533807,16,520.8333333333334,3474.1071428571427,Bagnac-sur-Célé
46300.0,Appartement,1582.4088240644899,15,527.3809523809524,7222.222222222223,Gourdon
46300.0,Maison,1533.6447686772565,67,543.859649122807,5660.377358490566,Gourdon
46310.0,Maison,1869.7905009656586,7,865.3846153846154,2775.566037735849,Peyrilles
46320.0,Appartement,1203.7037037037037,1,1203.7037037037037,1203.7037037037037,Assier
46320.0,Maison,1838.6997454771897,11,598.2905982905983,3712.121212121212,Quissac
46330.0,Maison,2047.5944505569225,11,793.9024390243902,4086.5384615384614,Saint Géry-Vers
46340.0,Maison,1244.2648721155365,10,706.6666666666666,1864.5833333333333,Salviac
46350.0,Maison,1269.955931349114,10,757.2463768115942,1818.1818181818182,Calès
46360.0,Maison,1210.854358869127,4,649.3506493506494,2065.217391304348,Sénaillac-Lauzès
46400.0,Appartement,1179.8333333333335,2,1111.6666666666667,1248.0,Saint-Céré
46400.0,Maison,1431.304197080978,36,503.73363095238096,2602.7397260273974,Saint-Laurent-les-Tours
46500.0,Appartement,1056.1774891774892,5,642.8571428571429,1454.5454545454545,Gramat
46500.0,Maison,1211.3348431996662,38,541.6666666666666,3389.830508474576,Miers
46600.0,Appartement,4583.333333333333,1,4583.333333333333,4583.333333333333,Cressensac-Sarrazac
46600.0,Maison,1756.6229890798036,38,580.6451612903226,3877.5510204081634,Cuzance
46700.0,Appartement,604.3956043956044,1,604.3956043956044,604.3956043956044,Puy-l'Évêque
46700.0,Maison,1887.2841929561414,44,546.875,5104.166666666667,Duravel
46800.0,Maison,1614.03043065091,24,533.3333333333334,3940.0,Montcuq-en-Quercy-Blanc
47000.0,Appartement,1657.4769087116854,195,576.8125,6211.111111111111,Agen
47000.0,Maison,1822.6433472425595,88,508.47457627118644,5479.166666666667,Agen
47110.0,Appartement,1150.4587155963302,1,1150.4587155963302,1150.4587155963302,Sainte-Livrade-sur-Lot
47110.0,Maison,1271.0339673230228,32,512.8205128205128,2522.9166666666665,Sainte-Livrade-sur-Lot
47120.0,Appartement,1007.3553719008264,1,1007.3553719008264,1007.3553719008264,Lévignac-de-Guyenne
47120.0,Maison,1391.1663667050575,32,515.4639175257732,2991.304347826087,Pardaillan
47130.0,Appartement,1196.3235294117646,1,1196.3235294117646,1196.3235294117646,Port-Sainte-Marie
47130.0,Maison,985.7543243420703,15,539.3258426966293,2333.3333333333335,Bruch
47140.0,Appartement,1157.9002638784566,4,763.3587786259542,1394.7368421052631,Penne-d'Agenais
47140.0,Maison,1258.711230645666,26,511.9047619047619,2707.6923076923076,Penne-d'Agenais
47150.0,Appartement,800.3667423092802,7,623.2142857142857,968.75,Monflanquin
47150.0,Maison,1546.3462456582786,34,562.5,4167.241379310345,Monflanquin
47160.0,Appartement,1338.6015325670496,2,1232.7586206896551,1444.4444444444443,Damazan
47160.0,Maison,1047.6467484939196,23,507.2463768115942,2321.4285714285716,Damazan
47170.0,Maison,1318.8987531022779,21,508.3333333333333,2739.72602739726,Lannes
47180.0,Appartement,1336.3636363636363,1,1336.3636363636363,1336.3636363636363,Sainte-Bazeille
47180.0,Maison,1029.0998281077461,31,516.1290322580645,2166.2444444444445,Sainte-Bazeille
47190.0,Appartement,1719.2356433002067,3,545.4545454545455,3793.103448275862,Aiguillon
47190.0,Maison,1078.558246126159,30,513.5135135135135,2600.0,Aiguillon
47200.0,Appartement,1211.4129801052748,28,580.0,1851.063829787234,Marmande
47200.0,Maison,1392.6049871234509,102,505.050505050505,7210.526315789473,Marmande
47210.0,Maison,1482.4322320693284,25,535.7142857142857,5090.909090909091,Villeréal
47220.0,Maison,1349.6523069331358,18,539.568345323741,2470.5882352941176,Fals
47230.0,Appartement,614.7540983606557,1,614.7540983606557,614.7540983606557,Lavardac
47230.0,Maison,1157.5888401445277,32,525.2100840336135,3055.5555555555557,Vianne
47240.0,Appartement,1553.7922985394393,5,926.3333333333334,1953.4883720930231,Bon-Encontre
47240.0,Maison,1743.820785818345,45,733.1666666666666,3223.684210526316,Castelculier
47250.0,Appartement,756.8421052631579,1,756.8421052631579,756.8421052631579,Cocumont
47250.0,Maison,1355.4918442171193,18,620.253164556962,3133.3333333333335,Samazan
47260.0,Appartement,617.0212765957447,1,617.0212765957447,617.0212765957447,Laparade
47260.0,Maison,1255.8534428831206,19,616.6666666666666,2777.148014440433,Granges-sur-Lot
47270.0,Maison,1473.872594752972,15,543.4782608695652,2794.776119402985,Puymirol
47290.0,Appartement,1737.4285714285713,1,1737.4285714285713,1737.4285714285713,Castelnaud-de-Gratecambe
47290.0,Maison,1211.6715414975913,15,528.8461538461538,2297.2972972972975,Saint-Pastour
47300.0,Appartement,1106.5393072512395,47,512.8205128205128,2000.0,Villeneuve-sur-Lot
47300.0,Maison,1460.8851155767447,160,510.8695652173913,10127.3125,Villeneuve-sur-Lot
47310.0,Appartement,3192.072324425266,3,1372.549019607843,6310.810810810811,Estillac
47310.0,Maison,1814.7949933969705,58,510.2040816326531,5818.181818181818,Moirax
47320.0,Maison,1264.9379981717207,15,517.2413793103449,3090.909090909091,Lafitte-sur-Lot
47330.0,Maison,1605.1848609561976,21,562.5,4574.468085106383,Douzains
47340.0,Maison,1620.475524330755,28,581.2357954545455,6730.7692307692305,Laroque-Timbaut
47350.0,Appartement,1163.0434782608695,1,1163.0434782608695,1163.0434782608695,Escassefort
47350.0,Maison,1186.2957837537915,15,520.0,2358.490566037736,Agmé
47360.0,Maison,1140.3352964369492,12,762.1951219512196,2090.909090909091,Prayssas
47370.0,Maison,1900.8772106699862,13,585.6349206349206,4571.428571428572,Tournon-d'Agenais
47380.0,Maison,1093.6389139899438,16,563.4920634920635,2675.225225225225,Pinel-Hauterive
47390.0,Appartement,1316.4678664204055,7,612.2448979591836,1756.7567567567567,Layrac
47390.0,Maison,1324.3580832944217,13,545.4545454545455,2250.0,Layrac
47400.0,Appartement,1023.2942367905785,16,706.4516129032259,1732.8519855595669,Tonneins
47400.0,Maison,1223.5239034528984,58,518.1347150259068,6476.666666666667,Varès
47410.0,Maison,1421.3895042173428,21,600.6622516556291,3058.823529411765,Lauzun
47420.0,Maison,1663.0399216084418,6,1097.560975609756,2683.125,Houeillès
47430.0,Appartement,1006.993006993007,1,1006.993006993007,1006.993006993007,Le Mas-d'Agenais
47430.0,Maison,1188.2070652658888,14,692.3076923076923,2600.0,Sainte-Marthe
47440.0,Maison,1374.473383137906,7,551.3565891472869,3030.3030303030305,Casseneuil
47450.0,Appartement,905.4233748210938,4,691.1764705882352,1239.3063583815028,Colayrac-Saint-Cirq
47450.0,Maison,1280.1491347200213,11,636.2275449101796,2501.7321428571427,Saint-Hilaire-de-Lusignan
47470.0,Maison,1043.6645535020534,8,722.2222222222222,1542.857142857143,Beauville
47480.0,Appartement,1674.5570321151718,3,1558.139534883721,1767.857142857143,Pont-du-Casse
47480.0,Maison,1743.5179132823105,21,869.5652173913044,2761.194029850746,Pont-du-Casse
47500.0,Appartement,809.1846838798058,4,560.9756097560976,1205.128205128205,Monsempron-Libos
47500.0,Maison,1268.4736328677486,61,549.4505494505495,3421.6666666666665,Saint-Front-sur-Lémance
47510.0,Appartement,1013.2185784352356,3,873.5632183908046,1235.632183908046,Foulayronnes
47510.0,Maison,1670.1234069818,16,818.1818181818181,2559.4202898550725,Foulayronnes
47520.0,Appartement,1566.8539286978998,10,532.7868852459017,2344.4444444444443,Le Passage
47520.0,Maison,1754.5858094977739,53,620.6896551724138,3177.3972602739727,Le Passage
47550.0,Appartement,2097.4910394265235,2,1983.8709677419354,2211.1111111111113,Boé
47550.0,Maison,1897.647561890138,22,793.6507936507936,3036.1111111111113,Boé
47600.0,Appartement,901.6062913877962,9,529.3347639484979,1800.2330487804877,Fieux
47600.0,Maison,1386.2612140515987,43,608.695652173913,6762.749445676275,Nérac
47700.0,Appartement,1276.2732661485413,9,928.5714285714286,1650.0,Casteljaloux
47700.0,Maison,1375.828587013517,25,639.5348837209302,2683.7606837606836,Fargues-sur-Ourbise
47800.0,Appartement,1080.5579550767138,5,817.2043010752689,1260.8695652173913,Allemans-du-Dropt
47800.0,Maison,1279.5271528840537,48,548.5436893203884,2991.4529914529912,Roumagne
48000.0,Appartement,1787.1986319004475,29,833.3333333333334,2866.6666666666665,Pelouse
48000.0,Maison,1877.3544911986125,31,884.6153846153846,2942.6136363636365,Lanuéjols
48100.0,Appartement,1226.762118471385,16,705.8823529411765,2430.0,Marvejols
