,,prix_au_m2,count,min,max,nom_commune
31580.0,Maison,998.4034992657305,9,606.060606060606,1568.8073394495414,Balesta
31590.0,Appartement,2396.6666666666665,1,2396.6666666666665,2396.6666666666665,Verfeil
31590.0,Maison,2360.867752413941,41,815.2173913043479,3761.5384615384614,Saint-Pierre
31600.0,Appartement,2026.4102805339596,105,534.0909090909091,3063.934426229508,Seysses
31600.0,Maison,2328.814891894722,118,570.65,10333.333333333334,Muret
31620.0,Appartement,2387.1343046438196,17,1683.6734693877552,3461.3636363636365,Castelnau-d'Estrétefonds
31620.0,Maison,2204.6457085691673,83,641.025641025641,4007.936507936508,Fronton
31650.0,Appartement,3104.8197085457205,39,2134.5454545454545,4921.333333333333,Saint-Orens-de-Gameville
31650.0,Maison,3105.1070402539162,37,1428.5714285714287,4430.10752688172,Saint-Orens-de-Gameville
31660.0,Appartement,2012.4657897733332,9,821.4285714285714,2518.9333333333334,Bessières
31660.0,Maison,2096.318211829156,26,962.9629629629629,3387.0967741935483,Bessières
31670.0,Appartement,3135.1502384737682,3,2951.391891891892,3469.0,Labège
31670.0,Maison,2830.223503881994,8,1265.0602409638554,5200.0,Labège
31700.0,Appartement,2846.9100638154023,132,1395.3488372093022,5833.333333333333,Beauzelle
31700.0,Maison,3228.11834217796,91,571.4285714285714,7065.217391304348,Beauzelle
31750.0,Appartement,2742.480766035228,5,2258.4313725490197,3203.125,Escalquens
31750.0,Maison,2695.356870446397,10,1388.888888888889,3888.3088235294117,Escalquens
31770.0,Appartement,2446.4903197588774,130,882.3529411764706,3988.7640449438204,Colomiers
31770.0,Maison,2841.8046692251937,71,773.1958762886597,4411.8705035971225,Colomiers
31780.0,Appartement,2592.0781834404124,29,1552.6315789473683,3578.125,Castelginest
31780.0,Maison,2918.151260680548,36,1157.4074074074074,4137.931034482759,Castelginest
31790.0,Appartement,2221.2376285852447,7,1778.5714285714287,2493.0232558139537,Saint-Jory
31790.0,Maison,2678.39054325594,23,990.0,3985.5072463768115,Saint-Jory
31800.0,Appartement,1149.0669914688258,43,568.1818181818181,1783.7837837837837,Saint-Gaudens
31800.0,Maison,1274.0161029940436,63,506.25,2909.090909090909,Villeneuve-de-Rivière
31810.0,Appartement,2330.0,1,2330.0,2330.0,Vernet
31810.0,Maison,2597.1305951921713,32,660.1123595505618,5583.888888888889,Clermont-le-Fort
31820.0,Appartement,2290.2481268723195,8,740.0,3286.931818181818,Pibrac
31820.0,Maison,2797.8356730895694,31,1022.0858895705521,4925.6041237113395,Pibrac
31830.0,Appartement,2568.7121381621732,20,1604.76,3998.4615384615386,Plaisance-du-Touch
31830.0,Maison,2873.2922980842777,41,1220.6821052631578,4410.641025641025,Plaisance-du-Touch
31840.0,Appartement,3033.1523045721565,12,2244.8979591836733,4444.444444444444,Aussonne
31840.0,Maison,2561.9385905124223,22,1186.6336633663366,3917.567375886525,Aussonne
31850.0,Appartement,2967.674650560787,9,2367.7966101694915,4090.909090909091,Montrabé
31850.0,Maison,3472.0107065883917,12,1699.0291262135922,4983.582089552238,Montrabé
31860.0,Appartement,2356.403552706084,5,1734.1772151898733,2903.25,Pins-Justaret
31860.0,Maison,2557.2040339845034,33,1004.9333333333333,4207.692307692308,Labarthe-sur-Lèze
31870.0,Maison,2089.2681016236693,11,990.566037735849,3527.1844660194174,Beaumont-sur-Lèze
31880.0,Appartement,2497.648557737689,9,2049.1803278688526,3103.030303030303,La Salvetat-Saint-Gilles
31880.0,Maison,2943.4378100612435,24,1031.25,4741.7525773195875,La Salvetat-Saint-Gilles
32000.0,Appartement,1642.6407732808905,83,767.8571428571429,2962.962962962963,Auch
32000.0,Maison,1600.1956457086696,70,503.3482142857143,3102.592105263158,Auch
32100.0,Appartement,1107.1415622031368,7,619.047619047619,1621.2121212121212,Condom
32100.0,Maison,1378.9029415160842,46,566.6666666666666,3125.0,Condom
32110.0,Appartement,1309.8303190408453,3,915.9774436090225,1675.6756756756756,Nogaro
32110.0,Maison,1383.6377716890984,16,587.0909090909091,2318.840579710145,Caupenne-d'Armagnac
32120.0,Appartement,1473.7666135034556,4,1305.5555555555557,1857.8947368421052,Mauvezin
32120.0,Maison,1300.7540761000305,22,513.3928571428571,2837.5,Mauvezin
32130.0,Appartement,2068.9655172413795,1,2068.9655172413795,2068.9655172413795,Samatan
32130.0,Maison,1712.999630212148,25,572.6618705035971,3031.496062992126,Polastron
32140.0,Appartement,1076.923076923077,1,1076.923076923077,1076.923076923077,Masseube
32140.0,Maison,1424.28632126583,14,576.9230769230769,4663.865546218487,Cabas-Loumassès
32150.0,Appartement,1497.6766853108386,26,971.1428571428571,1973.0,Cazaubon
32150.0,Maison,1310.3460476809428,10,526.3157894736842,2500.0,Monclar
32160.0,Appartement,676.6917293233083,1,676.6917293233083,676.6917293233083,Plaisance
32160.0,Maison,1281.8819766827035,20,570.7142857142857,2650.0,Plaisance
32170.0,Maison,1191.9628123130794,21,634.5177664974619,2168.141592920354,Estampes
32190.0,Appartement,1143.302848101266,4,632.9113924050633,1725.0,Vic-Fezensac
32190.0,Maison,1766.024282763877,30,559.7633136094674,7472.05,Caillavet
32200.0,Appartement,1804.5725190839694,1,1804.5725190839694,1804.5725190839694,Gimont
32200.0,Maison,1617.7189241162557,17,656.7054263565891,2545.788888888889,Gimont
32220.0,Appartement,1613.9344262295083,1,1613.9344262295083,1613.9344262295083,Lombez
32220.0,Maison,1641.6116067214828,22,582.5,3070.1754385964914,Lombez
32230.0,Appartement,1322.2869674185465,3,1000.0,1651.0714285714287,Marciac
32230.0,Maison,2099.5292840967054,18,609.6153846153846,7642.857142857143,Laveraët
32240.0,Appartement,621.4689265536723,1,621.4689265536723,621.4689265536723,Estang
32240.0,Maison,1589.943045136744,10,592.3566878980891,6847.058823529412,Lias-d'Armagnac
32250.0,Maison,1623.3730362102506,12,611.1111111111111,3833.3333333333335,Montréal
32260.0,Maison,1402.2123119969149,11,648.1875,2302.439024390244,Orbessan
32270.0,Appartement,1377.9527559055118,1,1377.9527559055118,1377.9527559055118,Aubiet
32270.0,Maison,1682.014701986413,15,600.0,4212.461538461538,Nougaroulet
32290.0,Maison,2949.647766783865,9,541.8376068376068,17857.194871794873,Aignan
32300.0,Appartement,1533.9805825242718,1,1533.9805825242718,1533.9805825242718,Mirande
32300.0,Maison,1379.0109531844969,27,532.1785714285714,3042.0,Loubersan
32310.0,Appartement,1478.8732394366198,1,1478.8732394366198,1478.8732394366198,Valence-sur-Baïse
32310.0,Maison,1374.545304279,14,512.8205128205128,2629.655172413793,Valence-sur-Baïse
32320.0,Maison,1784.5601257144065,9,703.6111111111111,5507.767857142857,Peyrusse-Grande
32330.0,Maison,1313.699933011376,17,509.25925925925924,2132.2395833333335,Gondrin
32340.0,Maison,1567.7262282690854,6,577.7777777777778,2836.885714285714,Castet-Arrouy
32350.0,Maison,1636.9926154317805,10,783.3333333333334,2611.764705882353,Ordan-Larroque
32360.0,Appartement,982.1428571428571,2,625.0,1339.2857142857142,Jegun
32360.0,Maison,1499.6696540723137,9,750.0,3377.5275,Jegun
32370.0,Maison,1954.3762329004626,5,1506.1728395061727,2476.190476190476,Manciet
32380.0,Maison,1688.1952834814747,17,571.4285714285714,8035.714285714285,Cadeilhan
32390.0,Maison,1525.5665406464154,5,910.4477611940298,2077.4647887323945,Montestruc-sur-Gers
32400.0,Appartement,704.9180327868852,1,704.9180327868852,704.9180327868852,Riscle
32400.0,Maison,1232.6483772718163,26,506.25,2520.6611570247933,Termes-d'Armagnac
32410.0,Maison,1235.2686021538273,11,548.9425981873112,3396.09375,Castéra-Verduzan
32420.0,Maison,1727.868200570551,5,918.3673469387755,2636.2903225806454,Simorre
32430.0,Appartement,1241.7391304347825,1,1241.7391304347825,1241.7391304347825,Touget
32430.0,Maison,1394.7432188010555,9,548.1927710843373,2750.0,Encausse
32440.0,Maison,1045.068985615576,5,555.5555555555555,2352.9411764705883,Castelnau d'Auzan Labarrère
32450.0,Maison,1456.6655716952168,11,658.8235294117648,2700.0,Bédéchan
32460.0,Appartement,2341.4634146341464,1,2341.4634146341464,2341.4634146341464,Le Houga
32460.0,Maison,1457.6720637728336,8,834.2307692307693,2748.561818181818,Le Houga
32480.0,Maison,1467.6787487997924,6,789.4736842105264,1828.358208955224,La Romieu
32490.0,Appartement,1979.1666666666667,1,1979.1666666666667,1979.1666666666667,Monferran-Savès
32490.0,Maison,1455.836956521739,2,992.5,1919.1739130434783,Frégouville
32500.0,Appartement,1255.7142857142858,1,1255.7142857142858,1255.7142857142858,Fleurance
32500.0,Maison,1522.0320637428872,56,510.94890510948903,3724.4897959183672,Fleurance
32550.0,Maison,1565.9217553476303,21,668.8356164383562,3614.5789473684213,Lasseube-Propre
32600.0,Appartement,2236.5473244949867,11,1342.2818791946308,2637.9310344827586,L'Isle-Jourdain
32600.0,Maison,2135.4774583106564,36,570.9510869565217,5042.553191489362,L'Isle-Jourdain
32700.0,Appartement,1599.7437611408197,3,1468.75,1694.1176470588234,Lectoure
32700.0,Maison,1894.440481802602,32,614.0350877192982,7669.766489361703,Lectoure
32720.0,Appartement,2269.7916666666665,1,2269.7916666666665,2269.7916666666665,Barcelonne-du-Gers
32720.0,Maison,1059.8232843792364,8,694.4444444444445,1558.3333333333333,Barcelonne-du-Gers
32730.0,Maison,1162.411268819792,11,669.8473282442748,2128.626168224299,Haget
32800.0,Appartement,1166.2541771094402,5,587.719298245614,1468.75,Eauze
32800.0,Maison,1340.362015227709,31,595.7446808510638,2444.4444444444443,Eauze
32810.0,Maison,1415.1931407295108,10,636.3636363636364,2462.5,Montaut-les-Créneaux
33000.0,Appartement,4771.911771076773,608,858.0013106796116,16028.57142857143,Bordeaux
33000.0,Maison,5381.960045997439,123,849.3150684931506,11980.851063829787,Bordeaux
33100.0,Appartement,4046.0300954749396,63,593.1867704280156,7105.263157894737,Bordeaux
33100.0,Maison,4579.265733271011,33,1883.5616438356165,10344.827586206897,Bordeaux
33110.0,Appartement,3706.8699131164913,80,739.795918367347,5894.736842105263,Le Bouscat
33110.0,Maison,5177.040094733049,68,1000.0,12551.28205128205,Le Bouscat
33112.0,Appartement,1717.6976532239692,4,766.6666666666666,2571.4285714285716,Saint-Laurent-Médoc
33112.0,Maison,1732.748772938612,19,617.6470588235294,3114.754098360656,Saint-Laurent-Médoc
33113.0,Maison,1278.2715224648964,9,679.3650793650794,2700.0,Saint-Symphorien
33114.0,Appartement,3649.586359967716,3,3382.3809523809523,4176.547619047619,Le Barp
33114.0,Maison,3219.066833015376,15,929.7752808988764,7109.5,Le Barp
33115.0,Appartement,9527.777777777777,2,8500.0,10555.555555555555,La Teste-de-Buch
33115.0,Maison,9302.404992553807,23,4103.053435114503,14411.764705882353,La Teste-de-Buch
33120.0,Appartement,8151.101875412704,142,1750.0,16280.652173913044,Arcachon
33120.0,Maison,8419.709873461621,58,3333.3333333333335,16585.365853658535,Arcachon
33121.0,Appartement,3762.25603620486,13,2731.25,5353.428571428572,Carcans
33121.0,Maison,3671.2070792700115,14,1283.639344262295,6625.0,Carcans
33123.0,Appartement,2440.33137295098,9,1979.1666666666667,2975.609756097561,Le Verdon-sur-Mer
33123.0,Maison,2809.1824888633364,13,1041.6666666666667,6731.818181818182,Le Verdon-sur-Mer
33124.0,Appartement,2407.643312101911,1,2407.643312101911,2407.643312101911,Auros
33124.0,Maison,1308.6560674891505,13,507.2463768115942,3290.3225806451615,Savignac
33125.0,Appartement,4625.0,1,4625.0,4625.0,Hostens
33125.0,Maison,1588.2810042175126,12,909.0909090909091,3233.139534883721,Hostens
33126.0,Maison,1788.8172572584065,8,638.2978723404256,3538.818565400844,Fronsac
33127.0,Appartement,3568.0006387522117,25,2290.5897435897436,4096.610169491525,Saint-Jean-d'Illac
33127.0,Maison,3413.3116033437454,37,1056.25,5775.272727272727,Saint-Jean-d'Illac
33130.0,Appartement,3172.747042856138,84,1550.7246376811595,7173.913043478261,Bègles
33130.0,Maison,4064.371484731489,64,1886.111111111111,9329.166666666666,Bègles
33133.0,Appartement,2117.7815894797027,2,1811.3207547169811,2424.242424242424,Galgon
33133.0,Maison,1734.2772138645814,12,1170.212765957447,2278.481012658228,Galgon
33138.0,Appartement,3967.002039466738,9,3026.315789473684,4714.285714285715,Lanton
33138.0,Maison,4160.258669225557,27,1027.44,8095.238095238095,Lanton
33140.0,Appartement,3296.8081642785296,94,1482.142857142857,9166.666666666666,Villenave-d'Ornon
33140.0,Maison,3423.193820881713,110,602.4096385542168,7222.222222222223,Villenave-d'Ornon
33141.0,Maison,1458.6681699208239,4,642.8571428571429,2567.901234567901,Villegouge
33150.0,Appartement,2872.7254415726215,77,1282.9583333333333,5245.192307692308,Cenon
33150.0,Maison,3143.843939158472,43,1164.5869565217392,4528.571428571428,Cenon
33160.0,Appartement,3453.1179388229475,45,1093.75,4565.0,Saint-Médard-en-Jalles
33160.0,Maison,3684.023115314264,99,744.9664429530201,15820.601063829787,Saint-Médard-en-Jalles
33170.0,Appartement,3205.016228765507,75,1291.1637931034484,5323.0,Gradignan
33170.0,Maison,4155.84321586301,47,2000.0,12213.483146067416,Gradignan
33180.0,Maison,1349.5265690873991,21,514.7058823529412,3888.8888888888887,Vertheuil
33185.0,Appartement,3508.130729497438,28,2816.9014084507044,4818.181818181818,Le Haillan
33185.0,Maison,3723.2360490314272,35,877.922077922078,6168.64406779661,Le Haillan
33190.0,Appartement,1550.1556310130163,4,1046.0526315789473,1875.0,La Réole
33190.0,Maison,1208.1197899728456,47,506.32911392405066,3000.0,La Réole
33200.0,Appartement,3643.7674703205653,193,1084.3373493975903,7352.380952380952,Bordeaux
33200.0,Maison,5394.6461647159595,105,1586.4130434782608,11951.545454545454,Bordeaux
33210.0,Appartement,2024.7787609115044,20,1080.0,3153.125,Langon
33210.0,Maison,1916.384647548907,80,503.7313432835821,13651.012403100774,Castets et Castillon
33220.0,Appartement,1271.5816817112552,28,593.75,2500.0,Port-Sainte-Foy-et-Ponchapt
33220.0,Maison,1375.580941654199,57,562.5,3421.0526315789475,Port-Sainte-Foy-et-Ponchapt
33230.0,Appartement,1376.3829721255242,8,570.0,2023.8095238095239,Coutras
33230.0,Maison,1554.6221691344454,92,523.2558139534884,4031.25,Coutras
33240.0,Appartement,2153.0204603017996,23,1200.0,2826.086956521739,Saint-André-de-Cubzac
33240.0,Maison,2318.1259002041575,114,564.516129032258,11440.030303030304,Peujard
33250.0,Appartement,1170.672364034433,4,862.0689655172414,1555.5555555555557,Pauillac
33250.0,Maison,1873.2207501876628,43,706.5217391304348,16071.42857142857,Cissac-Médoc
33260.0,Appartement,5118.835025272933,52,1321.4285714285713,19018.75,La Teste-de-Buch
33260.0,Maison,4983.47805933419,87,1176.4705882352941,13250.0,La Teste-de-Buch
33270.0,Appartement,3080.6967757274574,35,1739.1304347826087,3958.3333333333335,Floirac
33270.0,Maison,3572.7149472560113,34,1140.10989010989,9230.76923076923,Floirac
33290.0,Appartement,3025.656656947028,22,1632.0224719101125,4939.84375,Blanquefort
33290.0,Maison,3015.4008463130413,100,581.3563218390805,4761.9047619047615,Ludon-Médoc
33300.0,Appartement,4177.577373006405,214,1400.0,18457.44680851064,Bordeaux
33300.0,Maison,4299.271872525573,37,1000.0,8773.214285714286,Bordeaux
33310.0,Appartement,2458.3497328327294,52,998.2051282051282,3763.8888888888887,Lormont
33310.0,Maison,3068.788921673613,26,648.9109374999999,6550.0,Lormont
33320.0,Appartement,3346.099552493606,84,1880.3418803418804,4340.909090909091,Eysines
33320.0,Maison,3427.1196640086705,90,526.3157894736842,8804.347826086956,Eysines
33330.0,Appartement,8089.959432048681,1,8089.959432048681,8089.959432048681,Saint-Émilion
33330.0,Maison,3919.5460458221132,18,725.7142857142857,17066.829268292684,Saint-Émilion
33340.0,Appartement,2458.627081601801,8,1785.7142857142858,4022.5,Lesparre-Médoc
33340.0,Maison,1486.997204495373,83,516.4166666666666,5702.5,Lesparre-Médoc
33350.0,Appartement,1068.7095179410753,8,545.4545454545455,1538.4615384615386,Castillon-la-Bataille
33350.0,Maison,1679.7148432511917,53,642.8571428571429,3379.464285714286,Sainte-Florence
33360.0,Appartement,2258.3333333333335,2,1266.6666666666667,3250.0,Latresne
33360.0,Maison,2992.5832173746126,59,823.5294117647059,5862.275449101797,Quinsac
33370.0,Appartement,3025.2583249049217,14,2289.4736842105262,3920.0,Fargues-Saint-Hilaire
33370.0,Maison,2651.8603696439336,81,672.2689075630252,5119.047619047619,Sallebœuf
33380.0,Appartement,3695.1715383430833,26,1190.4761904761904,4682.958333333333,Biganos
33380.0,Maison,3198.630909011341,89,871.2121212121212,6369.2307692307695,Mios
33390.0,Appartement,1568.9652035675438,21,700.0,2153.846153846154,Blaye
33390.0,Maison,1480.8390256066862,56,551.7241379310345,3686.046511627907,Anglade
33400.0,Appartement,3752.2700556315312,160,1395.641791044776,7545.454545454545,Talence
33400.0,Maison,4330.951822997864,76,969.5454545454545,7911.290322580645,Talence
33410.0,Appartement,2011.426224516531,6,600.0,2948.7179487179487,Cadillac
33410.0,Maison,1822.5766503413086,32,546.1009174311927,4636.363636363636,Rions
33420.0,Appartement,1684.4235033259422,3,1013.6363636363636,2625.0,Génissac
33420.0,Maison,1995.5278028906375,33,534.75935828877,9761.363636363636,Saint-Jean-de-Blaignac
33430.0,Appartement,1544.5553898405062,6,706.5217391304348,2416.6666666666665,Bazas
33430.0,Maison,1574.3012783831716,31,670.1754385964912,2642.622950819672,Bazas
33440.0,Appartement,2702.0910630598946,16,855.1724137931035,3461.5384615384614,Ambarès-et-Lagrave
33440.0,Maison,2404.0485619376987,57,689.6551724137931,4803.571428571428,Ambarès-et-Lagrave
33450.0,Appartement,3750.8301277537525,6,1985.9154929577464,8571.42857142857,Montussan
33450.0,Maison,2358.996567895645,71,729.4117647058823,5585.365853658536,Saint-Loubès
33460.0,Appartement,2178.1942633637545,2,2153.846153846154,2202.5423728813557,Macau
33460.0,Maison,2510.068136197326,65,742.5742574257425,5793.333333333333,Macau
33470.0,Appartement,4024.316978400349,40,2127.659574468085,5476.190476190476,Le Teich
33470.0,Maison,4556.59575716846,122,1023.0769230769231,9118.518518518518,Gujan-Mestras
33480.0,Appartement,2500.4665379639964,9,2230.769230769231,3166.6666666666665,Listrac-Médoc
33480.0,Maison,2630.421228872313,44,615.2127371273713,4291.666666666667,Castelnau-de-Médoc
33490.0,Appartement,1750.0664314294852,9,923.728813559322,2215.3846153846152,Caudrot
33490.0,Maison,1730.3510436562462,31,791.6666666666666,3021.2328767123286,Saint-Maixant
33500.0,Appartement,2754.8316259968497,56,740.7407407407408,18370.13888888889,Libourne
33500.0,Maison,2437.18220064873,100,843.3734939759037,5833.333333333333,Libourne
33510.0,Appartement,5807.731600638842,25,2705.8823529411766,8750.0,Andernos-les-Bains
33510.0,Maison,5200.103422371462,63,1129.032258064516,10043.478260869566,Andernos-les-Bains
33520.0,Appartement,3462.3175078821196,75,1840.909090909091,4853.023255813953,Bruges
33520.0,Maison,3880.8853061327304,39,775.8620689655172,10994.825,Bruges
33530.0,Appartement,2750.732710623599,8,2155.5555555555557,3292.682926829268,Bassens
33530.0,Maison,3085.628815133529,11,1769.9115044247787,4777.625,Bassens
33540.0,Maison,1493.9447496105606,19,520.0,4338.793103448276,Sauveterre-de-Guyenne
33550.0,Appartement,1885.3580568952925,7,1465.5172413793102,2327.5862068965516,Paillet
33550.0,Maison,2037.8228518706119,38,691.4285714285714,3486.4864864864867,Le Tourne
33560.0,Appartement,2795.9612240969323,6,2196.376811594203,3570.8,Carbon-Blanc
33560.0,Maison,2817.8431964179495,33,1229.5081967213114,4136.363636363636,Carbon-Blanc
33570.0,Maison,2186.900532810671,21,548.3870967741935,6250.0,Les Artigues-de-Lussac
33580.0,Appartement,3114.093137254902,2,2012.5,4215.686274509804,Monségur
33580.0,Maison,1254.22945679408,16,541.6666666666666,3293.46875,Monségur
33590.0,Maison,1765.502303554883,38,549.7443693693693,4504.262711864407,Vensac
33600.0,Appartement,3437.200590763712,125,1458.3333333333333,12698.412698412698,Pessac
33600.0,Maison,3953.3185447555848,141,1014.7058823529412,16304.347826086956,Pessac
33610.0,Appartement,3397.319877237516,5,878.594249201278,4626.190476190476,Canéjan
33610.0,Maison,3236.359755051101,56,1016.0427807486631,5577.5641025641025,Canéjan
33620.0,Appartement,1658.6852030391135,10,834.0,2290.3225806451615,Laruscade
33620.0,Maison,1832.5734315155541,53,559.7014925373135,3353.271028037383,Saint-Mariens
33640.0,Appartement,3211.596842744384,3,3055.5555555555557,3333.3333333333335,Portets
33640.0,Maison,2354.004891780072,45,614.0350877192982,4179.62962962963,Portets
33650.0,Appartement,2751.9113013037236,5,1059.6026490066224,4418.604651162791,La Brède
33650.0,Maison,2753.227343692826,73,692.3076923076923,6000.0,La Brède
33660.0,Appartement,1302.859168126939,9,695.1318681318681,1521.7391304347825,Saint-Seurin-sur-l'Isle
33660.0,Maison,1494.0587387746657,37,509.09090909090907,4186.0,Porchères
33670.0,Appartement,2345.594201534929,10,1191.6666666666667,2950.0,Créon
33670.0,Maison,2488.301563227804,43,895.7185628742515,4333.333333333333,Sadirac
33680.0,Appartement,5049.67484320693,40,1251.7985611510792,9848.888888888889,Le Temple
33680.0,Maison,5337.194865691089,75,961.5384615384615,14259.25925925926,Le Porge
33690.0,Maison,1280.6396730054912,15,576.6666666666666,2042.2535211267605,Sigalens
33700.0,Appartement,3276.1979126191463,256,967.741935483871,5857.142857142857,Mérignac
33700.0,Maison,4113.954006515944,130,567.3758865248227,7265.625,Mérignac
33710.0,Appartement,1382.8085364927472,3,693.3333333333334,2327.2727272727275,Prignac-et-Marcamps
33710.0,Maison,1718.1482107973152,46,634.9206349206349,4341.272727272727,Mombrier
33720.0,Appartement,2169.979743900083,7,1240.1574803149606,2878.2051282051284,Podensac
33720.0,Maison,2292.8756065102407,41,903.6144578313254,7216.666666666667,Podensac
33730.0,Appartement,1100.0,1,1100.0,1100.0,Préchac
33730.0,Maison,1469.1312344188254,22,648.1481481481482,3841.3,Préchac
33740.0,Appartement,5001.171554442978,10,3496.6666666666665,6159.782608695652,Arès
33740.0,Maison,5082.671470828243,40,1684.2105263157894,13571.42857142857,Arès
33750.0,Appartement,2403.009091904761,26,1861.111111111111,3121.212121212121,Saint-Quentin-de-Baron
33750.0,Maison,2044.7409075391301,33,583.3333333333334,5978.260869565217,Beychac-et-Caillau
33760.0,Maison,1654.7246177476407,25,586.2068965517242,3413.768115942029,Targon
33770.0,Appartement,3424.0994503862153,3,2823.529411764706,3939.3939393939395,Salles
33770.0,Maison,2620.58041152644,33,911.4583333333334,5261.607142857143,Salles
33780.0,Appartement,4010.5014516527785,18,2266.6666666666665,8285.714285714286,Soulac-sur-Mer
33780.0,Maison,5073.665316882707,19,679.6116504854369,15147.058823529413,Soulac-sur-Mer
33790.0,Maison,1487.078857897352,13,532.8798185941043,3073.3375,Pellegrue
33800.0,Appartement,3927.112391098504,194,994.6666666666666,9441.477777777778,Bordeaux
33800.0,Maison,4617.570383593337,69,574.6624203821656,9300.0,Bordeaux
33810.0,Appartement,1767.0913724062616,5,1567.1641791044776,1951.219512195122,Ambès
33810.0,Maison,2069.5125555272616,5,864.2045454545455,3548.3333333333335,Ambès
33820.0,Appartement,1266.5730606758832,4,868.75,2000.0,Étauliers
33820.0,Maison,1351.6841618848339,35,647.0833333333334,2247.196261682243,Val-de-Livenne
33830.0,Appartement,3513.927777777778,1,3513.927777777778,3513.927777777778,Belin-Béliet
33830.0,Maison,2927.3800758254383,36,1203.2085561497327,14545.454545454546,Belin-Béliet
33840.0,Maison,1208.2531291233736,17,516.4816326530613,2836.3636363636365,Captieux
33850.0,Appartement,2284.7347315148395,3,1529.8507462686566,2793.103448275862,Léognan
33850.0,Maison,3220.89530356594,31,1558.0357142857142,4800.0,Léognan
33860.0,Maison,1338.2309145815275,17,511.6279069767442,2211.5384615384614,Reignac
33870.0,Appartement,2314.3312227770966,5,1176.9911504424779,3627.450980392157,Vayres
33870.0,Maison,2366.0194835394527,12,1205.5357142857142,3211.0,Vayres
33880.0,Appartement,2265.972469795999,3,1895.5555555555557,2588.6363636363635,Cambes
33880.0,Maison,2640.3917985361463,14,1315.7894736842106,5045.3125,Saint-Caprais-de-Bordeaux
33890.0,Maison,1509.0452053742213,14,576.9230769230769,3633.4266666666667,Pessac-sur-Dordogne
33910.0,Appartement,1520.14652014652,2,952.3809523809524,2087.912087912088,Saint-Denis-de-Pile
33910.0,Maison,1480.938959496431,22,542.1686746987951,3141.025641025641,Saint-Denis-de-Pile
33920.0,Appartement,1836.8686868686868,5,1736.3636363636363,1888.888888888889,Saint-Savin
33920.0,Maison,1635.0559436050196,43,550.8210424710425,4321.621621621622,Saint-Yzan-de-Soudiac
33930.0,Appartement,6119.047619047619,1,6119.047619047619,6119.047619047619,Vendays-Montalivet
33930.0,Maison,2954.934817430237,23,550.7246376811594,7142.857142857143,Vendays-Montalivet
33950.0,Appartement,6322.104635490439,12,3492.063492063492,12378.378378378378,Lège-Cap-Ferret
33950.0,Maison,8451.836611794433,33,3076.923076923077,17629.120879120877,Lège-Cap-Ferret
33970.0,Appartement,10233.58308345827,5,6206.25,13037.5,Lège-Cap-Ferret
33970.0,Maison,14621.220466920086,14,5643.666666666667,19517.543859649122,Lège-Cap-Ferret
33980.0,Appartement,3504.1400768030016,17,2700.0,3925.0,Audenge
33980.0,Maison,3918.4373500707215,29,763.3587786259542,5694.444444444444,Audenge
33990.0,Appartement,3213.827215505244,15,1340.2777777777778,5961.538461538462,Hourtin
33990.0,Maison,3738.925451723311,38,797.1014492753624,7391.304347826087,Hourtin
34000.0,Appartement,3740.009413890266,604,588.2352941176471,13085.106382978724,Montpellier
34000.0,Maison,4310.162108444774,39,997.3753280839895,7105.263157894737,Montpellier
34070.0,Appartement,2940.4054588778117,516,697.9166666666666,9444.444444444445,Montpellier
34070.0,Maison,4008.9832369434835,87,835.2094594594595,8840.90909090909,Montpellier
34080.0,Appartement,2147.976014226889,199,581.3725490196078,5166.666666666667,Montpellier
34080.0,Maison,3067.487430175199,23,1002.6923076923077,8800.0,Montpellier
34090.0,Appartement,3609.148258298738,310,675.6756756756756,8471.42857142857,Montpellier
34090.0,Maison,4303.080593682316,45,1081.5678391959798,9711.384615384615,Montpellier
34110.0,Appartement,3283.5797955651587,89,677.4193548387096,7042.307692307692,Frontignan
34110.0,Maison,4276.427374578098,114,1192.4324324324325,13260.597402597403,Frontignan
34120.0,Appartement,2033.1555325677277,38,736.8421052631579,4358.490566037736,Pézenas
34120.0,Maison,2252.7463087241563,59,578.9473684210526,4646.739130434783,Castelnau-de-Guers
34130.0,Appartement,4543.639925656487,128,1449.2753623188405,8882.805970149253,Candillargues
34130.0,Maison,4019.3193263705734,95,520.8333333333334,13441.830065359478,Mudaison
34140.0,Appartement,3593.71349768191,49,833.3333333333334,6581.0,Mèze
34140.0,Maison,3824.3314868140355,79,630.4347826086956,13000.0,Loupian
34150.0,Appartement,2135.093268749745,17,594.5945945945946,4571.428571428572,Aniane
34150.0,Maison,2705.793557100981,60,509.61538461538464,6565.142857142857,La Boissière
34160.0,Appartement,3709.316329633752,12,2033.3333333333333,4769.2307692307695,Sussargues
34160.0,Maison,3079.4162263945423,79,533.7209302325581,7500.0,Saint-Geniès-des-Mourgues
34170.0,Appartement,3994.196497408699,101,1210.5263157894738,10000.0,Castelnau-le-Lez
34170.0,Maison,4257.650878921468,60,1227.355072463768,11287.012987012988,Castelnau-le-Lez
34190.0,Appartement,1467.7744621979728,20,555.5555555555555,3498.7179487179487,Ganges
34190.0,Maison,2094.385298347576,22,810.8108108108108,4000.0,Ganges
34200.0,Appartement,3568.0308406405547,424,543.4782608695652,11200.0,Sète
34200.0,Maison,4664.708785092312,54,813.0081300813008,13316.111111111111,Sète
